student_id,name,department,year,attendance_percent,cgpa,internal_marks_avg,assignment_submission_rate,backlogs,lms_engagement_score,socio_economic_proxy,dropout_risk_label
STU0278,Daniel Thomas,Business Admin,2,75.5,8.49,80.5,70.8,0,83.9,Medium,Low
STU0279,Robert Jones,Data Science,2,64.8,5.93,52.3,68.2,1,48.2,Medium,High
STU0280,Emily Williams,Computer Science,2,80.3,7.76,68.7,90.6,0,75.9,Low,Medium
STU0281,Charles Martin,Data Science,3,85.5,7.06,62.7,87.5,0,79.3,Low,Medium
STU0282,Mia Anderson,Electrical Eng,2,93.9,8.05,69.4,87.6,0,84.6,Medium,Low
STU0283,James Taylor,Electrical Eng,3,70.3,7.15,64.0,74.7,1,55.7,High,Medium
STU0284,Sophia Anderson,Business Admin,1,78.2,7.41,72.1,81.0,0,62.9,Medium,Medium
STU0285,John Williams,Civil Eng,1,79.4,7.24,77.8,93.8,0,69.6,Medium,Low
STU0286,Isabella Hernandez,Civil Eng,3,83.8,8.8,87.6,85.6,1,89.4,Medium,Low
STU0287,Olivia Martinez,Business Admin,1,76.4,6.45,64.5,72.3,0,72.3,High,Medium
STU0288,Isabella Davis,Electrical Eng,1,87.2,6.87,57.2,92.5,0,66.2,Medium,Medium
STU0289,Sarah Lopez,Electrical Eng,1,72.1,5.69,54.6,71.2,1,60.3,Medium,High
STU0290,Jessica Brown,Electrical Eng,1,84.2,8.4,79.5,84.8,1,79.6,High,Low
STU0291,Jessica Moore,Data Science,4,80.9,7.48,72.5,74.4,0,87.3,Low,Medium
STU0292,Michael Rodriguez,Electrical Eng,2,64.5,6.21,57.2,63.6,1,59.9,Low,High
STU0293,Emily Taylor,Mechanical Eng,4,73.8,6.39,69.0,74.1,1,59.7,Medium,Medium
STU0294,James Smith,Computer Science,2,100.0,9.68,92.3,99.1,0,90.0,High,Low
STU0295,Amelia Gonzalez,Electrical Eng,2,53.4,4.46,43.2,49.2,2,32.1,Low,High
STU0296,Isabella Gonzalez,Business Admin,1,76.2,7.94,65.6,78.3,0,80.0,Medium,Low
STU0297,Sophia Williams,Computer Science,2,92.2,9.89,93.4,85.7,1,83.6,Medium,Low
STU0298,Sarah Moore,Data Science,1,43.8,4.0,43.7,35.7,2,18.7,Medium,High
STU0299,Charles Jones,Business Admin,4,87.4,8.15,80.2,92.4,0,94.9,Medium,Low
STU0300,Daniel Johnson,Computer Science,3,73.3,6.88,54.6,77.6,0,79.2,Medium,Medium
STU0301,Emma Moore,Business Admin,1,83.2,7.46,68.7,74.0,0,91.6,Medium,Low
STU0302,William Jones,Data Science,4,77.3,7.05,75.6,64.5,0,78.3,Medium,Medium
STU0303,John Smith,Mechanical Eng,3,86.0,8.23,77.4,78.9,2,100.0,Medium,Medium
STU0304,Mia Anderson,Data Science,3,83.3,7.79,75.6,82.4,1,78.9,Medium,Medium
STU0305,Joseph Hernandez,Data Science,1,79.1,7.26,77.1,87.2,0,64.8,High,Low
STU0306,Joseph Gonzalez,Business Admin,2,66.0,6.23,58.4,64.9,3,48.5,Low,High
STU0307,John Johnson,Civil Eng,2,97.5,9.96,98.6,92.1,0,100.0,High,Low
STU0308,James Williams,Electrical Eng,1,84.8,6.96,68.2,85.9,0,70.6,High,Low
STU0309,John Thomas,Electrical Eng,1,100.0,10.0,98.1,99.2,0,100.0,Medium,Low
STU0310,Sarah Taylor,Mechanical Eng,3,93.2,10.0,96.9,83.5,1,94.5,Medium,Low
STU0311,Michael Jones,Mechanical Eng,1,60.0,4.66,41.5,50.4,1,39.9,Medium,High
STU0312,Sarah Williams,Electrical Eng,2,75.8,6.34,58.0,66.3,1,63.2,Low,High
STU0313,Michael Jones,Civil Eng,4,63.6,5.49,47.9,80.9,1,46.0,Medium,High
STU0314,Emma Martinez,Electrical Eng,4,76.6,7.39,62.0,82.6,0,71.3,Low,Medium
STU0315,Charles Taylor,Civil Eng,1,79.0,7.34,75.9,74.8,0,84.9,Medium,Low
STU0316,Sophia Rodriguez,Mechanical Eng,4,81.0,7.68,73.0,88.8,0,56.4,High,Low
STU0317,Sophia Smith,Computer Science,1,98.2,9.61,97.3,94.2,0,73.5,Medium,Low
STU0318,Charles Gonzalez,Business Admin,1,97.4,9.29,96.1,100.0,0,97.8,High,Low
STU0319,William Brown,Mechanical Eng,2,95.8,9.12,86.9,96.4,0,95.4,Medium,Low
STU0320,John Taylor,Mechanical Eng,2,68.4,5.76,48.2,63.8,1,57.7,High,High
STU0321,Jessica Johnson,Data Science,2,68.7,6.31,59.0,73.5,1,42.3,Medium,Medium
STU0322,Jessica Miller,Data Science,2,84.8,7.26,65.6,85.8,0,81.5,Low,Medium
STU0323,Jane Williams,Data Science,1,81.1,8.45,70.4,83.9,0,69.9,Medium,Low
STU0324,Mia Lopez,Business Admin,1,82.9,6.78,61.9,84.4,0,64.4,Low,Medium
STU0325,John Lopez,Data Science,2,60.7,5.48,51.7,62.1,1,52.4,Medium,High
STU0326,Michael Taylor,Civil Eng,3,86.6,9.0,82.3,92.2,0,74.9,High,Low
STU0327,Isabella Anderson,Electrical Eng,2,83.6,6.73,60.0,100.0,0,57.1,Low,Medium
STU0328,Daniel Jones,Computer Science,1,72.8,6.43,54.7,81.5,0,56.8,Medium,Medium
STU0329,Sophia Johnson,Mechanical Eng,2,80.1,7.06,68.0,81.6,0,84.0,Medium,Low
STU0330,Robert Jackson,Civil Eng,1,80.2,7.02,76.1,78.0,0,75.7,High,Low
STU0331,David Garcia,Computer Science,1,76.7,7.17,74.5,75.3,0,69.1,Medium,Medium
STU0332,Jane Garcia,Civil Eng,3,65.9,5.31,53.8,57.1,2,33.3,Medium,High
STU0333,Mia Johnson,Civil Eng,1,78.4,6.87,68.6,83.0,0,72.9,Medium,Medium
STU0334,Mia Anderson,Mechanical Eng,1,81.9,7.59,71.5,74.8,1,84.7,Medium,Medium
STU0335,Charles Johnson,Electrical Eng,3,84.9,8.61,72.7,82.3,1,63.7,Medium,Low
STU0336,Amelia Garcia,Data Science,2,87.7,9.54,88.8,92.4,1,86.3,High,Low
STU0337,John Anderson,Business Admin,2,75.1,6.7,58.8,73.5,1,67.5,Medium,Medium
STU0338,Emma Jackson,Electrical Eng,1,71.5,5.39,52.0,68.1,1,55.4,High,High
STU0339,Joseph Jones,Business Admin,1,68.0,7.14,74.0,59.6,0,60.9,Low,Medium
STU0340,Emily Martinez,Mechanical Eng,1,79.5,7.13,77.6,87.9,0,60.9,Medium,Low
STU0341,Joseph Martinez,Mechanical Eng,1,71.8,6.54,62.5,66.0,0,68.2,High,Medium
STU0342,Joseph Martin,Mechanical Eng,3,81.9,7.83,66.0,77.8,0,73.7,Low,Medium
STU0343,Michael Johnson,Computer Science,3,69.4,7.07,67.5,56.9,0,72.5,High,Medium
STU0344,Sarah Johnson,Business Admin,3,65.9,4.92,47.2,65.8,2,54.4,Medium,High
STU0345,William Hernandez,Electrical Eng,3,73.6,7.04,70.2,71.3,1,67.6,Medium,Medium
STU0346,Robert Thomas,Electrical Eng,2,89.5,8.07,76.6,90.7,0,81.7,High,Low
STU0347,Robert Jackson,Civil Eng,3,84.4,7.99,76.2,76.1,0,71.5,Medium,Low
STU0348,Daniel Thomas,Civil Eng,2,96.2,8.37,76.3,100.0,1,80.3,Low,Low
STU0349,Robert Thomas,Civil Eng,2,88.4,7.92,73.6,75.5,0,73.7,Medium,Low
STU0350,Jessica Brown,Mechanical Eng,2,78.4,6.77,66.9,77.8,0,75.8,Medium,Medium
STU0351,Jessica Brown,Electrical Eng,1,84.0,8.81,73.7,84.8,0,79.8,High,Low
STU0352,Alex Williams,Business Admin,2,78.0,7.58,70.5,78.4,0,67.9,Medium,Medium
STU0353,Mia Jackson,Mechanical Eng,4,80.2,8.07,80.1,81.3,0,61.4,Medium,Low
STU0354,Charles Jones,Computer Science,1,69.6,6.28,67.9,75.1,1,43.1,Medium,Medium
STU0355,Mia Martinez,Civil Eng,1,79.5,7.56,69.8,88.8,0,73.1,Medium,Low
STU0356,Sarah Smith,Mechanical Eng,2,81.3,8.02,82.2,80.3,0,69.9,Medium,Low
STU0357,Michael Rodriguez,Mechanical Eng,3,85.0,7.9,83.5,78.2,0,80.4,Medium,Low
STU0358,Olivia Wilson,Computer Science,2,60.4,5.24,47.9,64.3,1,37.5,High,High
STU0359,Jane Taylor,Data Science,3,82.8,7.14,65.0,80.8,1,84.2,Medium,Medium
STU0360,Sophia Gonzalez,Electrical Eng,1,61.6,5.65,52.7,70.4,1,53.7,Medium,High
STU0361,James Anderson,Business Admin,2,85.6,7.15,67.5,81.4,0,73.4,Low,Medium
STU0362,Daniel Hernandez,Data Science,1,76.5,6.13,63.7,70.5,0,72.9,Low,Medium
STU0363,Isabella Taylor,Civil Eng,3,100.0,10.0,91.1,100.0,0,100.0,Low,Low
STU0364,Emily Smith,Mechanical Eng,2,83.0,7.79,81.7,70.8,0,68.0,Low,Medium
STU0365,Jessica Taylor,Computer Science,1,91.8,8.89,80.4,88.5,0,82.6,Medium,Low
STU0366,Alex Martin,Computer Science,1,100.0,10.0,88.7,97.7,0,85.9,Medium,Low
STU0367,Daniel Anderson,Electrical Eng,1,73.6,5.71,56.9,75.1,1,66.3,Medium,Medium
STU0368,Sophia Wilson,Data Science,2,89.2,7.74,79.7,82.2,0,74.2,High,Low
STU0369,Jane Gonzalez,Electrical Eng,1,57.9,5.24,50.6,51.8,2,36.4,High,High
STU0370,Sophia Jackson,Mechanical Eng,2,86.0,7.73,75.6,94.1,1,65.7,High,Low
STU0371,David Williams,Electrical Eng,2,100.0,10.0,100.0,99.9,0,100.0,Medium,Low
STU0372,Daniel Wilson,Business Admin,1,70.7,6.66,69.5,76.7,0,73.5,Medium,Medium
STU0373,Robert Anderson,Computer Science,1,66.5,6.59,62.7,62.7,0,56.9,Medium,Medium
STU0374,William Moore,Computer Science,1,76.8,7.62,70.2,76.4,0,60.8,Low,Medium
STU0375,Sarah Williams,Civil Eng,4,97.0,10.0,100.0,98.5,0,89.3,Medium,Low
STU0376,Charles Anderson,Civil Eng,1,89.9,8.57,85.6,100.0,0,92.9,High,Low
STU0377,Michael Martinez,Mechanical Eng,3,69.3,5.83,57.5,67.8,0,60.0,High,Medium
STU0378,David Taylor,Business Admin,3,98.4,9.39,87.6,97.3,0,89.2,Low,Low
STU0379,David Lopez,Data Science,2,62.2,4.48,42.2,69.9,1,40.6,Medium,High
STU0380,Joseph Gonzalez,Electrical Eng,4,100.0,10.0,94.3,97.3,0,100.0,High,Low
STU0381,Amelia Brown,Mechanical Eng,2,91.6,8.88,82.8,93.6,0,88.0,Low,Low
STU0382,Emma Williams,Civil Eng,4,100.0,10.0,92.0,100.0,0,89.3,Medium,Low
STU0383,James Gonzalez,Electrical Eng,1,57.8,5.05,49.3,53.8,1,36.1,High,High
STU0384,Mia Anderson,Civil Eng,1,84.1,8.04,73.2,86.5,0,63.8,Medium,Low
STU0385,Emily Anderson,Electrical Eng,3,78.8,7.75,74.5,91.0,0,64.2,Low,Medium
STU0386,Jane Anderson,Data Science,4,64.8,5.54,42.1,71.2,1,49.4,Medium,High
STU0387,Jessica Davis,Mechanical Eng,3,65.9,5.68,51.0,67.9,1,63.5,High,Medium
STU0388,Joseph Lopez,Electrical Eng,1,84.6,7.88,80.4,83.1,0,73.6,Medium,Low
STU0389,Charles Martinez,Business Admin,1,90.7,8.46,75.9,86.4,0,69.0,Low,Low
STU0390,James Jones,Computer Science,4,94.4,9.51,93.4,87.5,0,80.0,Medium,Low
STU0391,Sarah Martin,Business Admin,1,67.5,6.58,58.5,78.1,1,61.0,Medium,Medium
STU0392,Jane Gonzalez,Business Admin,3,79.6,7.36,73.8,88.8,0,53.3,Medium,Medium
STU0393,Sarah Jones,Computer Science,3,64.6,5.7,52.7,60.0,0,48.8,Medium,High
STU0394,John Garcia,Business Admin,2,93.1,9.5,88.6,95.4,1,82.4,Low,Low
STU0395,Sarah Thomas,Electrical Eng,2,84.6,7.79,74.3,85.4,0,80.3,High,Low
STU0396,Emily Hernandez,Electrical Eng,2,92.2,8.43,73.4,100.0,0,81.8,Low,Low
STU0397,James Williams,Electrical Eng,1,84.7,9.72,97.2,87.4,0,98.3,Medium,Low
STU0398,Charles Davis,Computer Science,4,94.2,9.31,95.0,94.1,0,90.1,Low,Low
STU0399,Michael Brown,Business Admin,2,69.3,5.9,54.3,65.5,1,32.5,Medium,High
STU0400,Sarah Johnson,Computer Science,4,84.6,8.83,86.5,87.0,0,92.1,Medium,Low
STU0401,Amelia Hernandez,Electrical Eng,1,82.9,7.39,74.1,80.5,0,73.6,Medium,Low
STU0402,Emily Anderson,Business Admin,4,100.0,10.0,94.5,100.0,0,100.0,Low,Low
STU0403,Sarah Taylor,Business Admin,2,64.5,6.1,52.4,64.0,1,49.5,Medium,High
STU0404,Sarah Jackson,Civil Eng,1,89.9,9.04,93.9,87.3,0,87.2,Low,Low
STU0405,Jane Anderson,Civil Eng,1,90.1,7.92,73.3,83.3,0,76.7,Medium,Low
STU0406,Robert Davis,Data Science,3,91.3,7.88,71.8,94.9,0,72.6,High,Low
STU0407,Charles Gonzalez,Mechanical Eng,3,83.3,7.51,79.5,83.6,0,56.9,Medium,Low
STU0408,Olivia Jones,Civil Eng,3,95.1,9.5,93.3,100.0,0,100.0,Medium,Low
STU0409,Sarah Brown,Computer Science,1,81.0,7.51,72.7,73.7,0,80.6,Medium,Low
STU0410,Charles Martin,Civil Eng,1,64.5,5.16,44.2,68.8,1,50.5,Low,High
STU0411,John Martin,Data Science,2,95.0,8.98,89.3,94.4,0,98.8,Medium,Low
STU0412,Joseph Lopez,Business Admin,2,84.4,9.18,100.0,99.1,0,90.7,Medium,Low
STU0413,Daniel Smith,Data Science,2,92.2,8.95,89.4,96.0,0,73.4,Medium,Low
STU0414,Sophia Garcia,Business Admin,4,73.2,5.66,56.2,75.5,0,63.1,Low,Medium
STU0415,Michael Hernandez,Business Admin,4,72.0,5.79,58.6,71.4,1,62.2,High,Medium
STU0416,Emily Gonzalez,Mechanical Eng,4,52.0,4.48,40.9,47.1,1,36.7,Medium,High
STU0417,Robert Williams,Civil Eng,3,82.3,8.63,80.3,84.5,1,83.2,High,Low
STU0418,John Garcia,Computer Science,2,54.5,5.71,52.5,44.8,1,47.8,Medium,High
STU0419,Mia Martinez,Computer Science,2,67.4,4.5,39.8,58.0,2,45.9,Medium,High
STU0420,Michael Martinez,Electrical Eng,2,93.5,9.84,91.7,100.0,0,93.9,Low,Low
STU0421,Olivia Johnson,Business Admin,3,100.0,9.0,83.7,87.7,0,92.5,Low,Low
STU0422,William Davis,Computer Science,1,85.8,7.26,67.7,83.5,0,59.8,High,Low
STU0423,Jane Martin,Mechanical Eng,2,73.9,7.36,68.5,66.5,1,70.9,Low,Medium
STU0424,John Jones,Business Admin,1,47.6,4.0,39.2,44.8,2,50.0,High,High
STU0425,James Taylor,Mechanical Eng,2,93.3,9.44,90.1,94.6,0,82.3,Medium,Low
STU0426,James Hernandez,Computer Science,4,62.9,6.73,64.7,69.8,1,61.2,Low,High
STU0427,Daniel Garcia,Computer Science,3,81.8,8.53,88.7,90.3,0,91.1,Low,Low
STU0428,Alex Taylor,Electrical Eng,1,47.4,4.0,38.4,41.0,2,37.8,Low,High
STU0429,Michael Lopez,Computer Science,4,100.0,9.18,98.3,96.7,0,72.9,High,Low
STU0430,Mia Wilson,Business Admin,3,71.8,5.58,54.7,100.0,1,52.3,Medium,Medium
STU0431,Robert Rodriguez,Business Admin,1,62.1,5.0,45.3,60.3,1,54.9,Medium,High
STU0432,Jane Lopez,Business Admin,1,72.8,5.92,63.0,66.6,0,68.3,Medium,Medium
STU0433,Alex Williams,Electrical Eng,1,77.3,6.88,65.0,72.3,0,62.4,Low,Medium
STU0434,John Davis,Electrical Eng,1,90.4,9.19,75.3,88.7,0,100.0,Medium,Low
STU0435,Jessica Hernandez,Computer Science,4,74.7,6.66,63.3,72.0,0,58.8,Low,Medium
STU0436,James Jones,Data Science,2,93.2,9.21,86.3,91.5,0,89.8,High,Low
STU0437,Sophia Williams,Data Science,4,76.4,7.91,83.2,76.2,1,59.2,Medium,Medium
STU0438,Michael Jones,Electrical Eng,1,85.8,8.34,74.8,85.6,0,92.7,Medium,Low
STU0439,Charles Wilson,Computer Science,1,77.5,6.99,64.7,70.8,0,63.6,Medium,Medium
STU0440,Emily Gonzalez,Data Science,2,93.9,8.96,91.5,96.5,3,97.5,Medium,Low
STU0441,Emma Moore,Computer Science,1,65.1,5.59,55.0,65.9,1,60.3,High,High
STU0442,Jessica Davis,Computer Science,2,80.9,7.43,69.7,84.4,0,90.5,Medium,Low
STU0443,David Davis,Computer Science,4,72.8,6.65,59.4,60.8,0,69.2,Low,Medium
STU0444,Sophia Jackson,Civil Eng,2,100.0,9.98,96.6,100.0,0,88.1,Medium,Low
STU0445,Sarah Smith,Business Admin,2,100.0,10.0,94.9,86.1,0,96.1,Low,Low
STU0446,Daniel Smith,Computer Science,1,79.3,8.06,72.7,78.1,0,63.9,Low,Medium
STU0447,Joseph Smith,Civil Eng,1,65.8,5.55,49.1,70.4,1,53.2,High,High
STU0448,Daniel Johnson,Electrical Eng,1,83.3,8.25,74.3,90.6,0,74.8,Medium,Low
STU0449,Sophia Davis,Data Science,2,45.8,4.55,38.3,48.1,1,44.5,High,High
STU0450,Jessica Jackson,Business Admin,1,99.6,9.37,93.7,100.0,1,87.2,Medium,Low
STU0451,David Jackson,Data Science,2,75.9,6.66,67.3,73.8,1,65.3,Medium,Medium
STU0452,Sarah Garcia,Business Admin,2,71.6,7.06,71.8,68.0,0,76.1,Low,Medium
STU0453,Alex Miller,Data Science,2,74.3,6.31,60.0,93.2,1,46.6,Low,Medium
STU0454,Charles Davis,Business Admin,1,67.8,6.03,56.1,73.6,1,51.0,High,Medium
STU0455,Emma Martin,Data Science,1,90.5,8.61,80.7,82.3,0,82.4,Medium,Low
STU0456,Daniel Anderson,Data Science,4,76.8,6.82,69.9,64.7,0,48.8,High,Medium
STU0457,John Martin,Data Science,3,86.8,7.69,64.0,83.5,0,84.6,Medium,Low
STU0458,David Brown,Data Science,2,69.1,5.71,51.7,77.4,1,49.3,Low,High
STU0459,Sarah Smith,Electrical Eng,1,95.3,7.94,71.0,95.6,0,75.3,Medium,Low
STU0460,Michael Smith,Computer Science,4,96.9,8.6,88.5,81.3,0,82.7,Medium,Low
STU0461,Emily Johnson,Mechanical Eng,3,71.9,7.04,64.5,70.7,0,68.0,Low,Medium
STU0462,Emma Jones,Civil Eng,1,91.5,9.8,85.0,91.5,0,83.0,High,Low
STU0463,Emma Smith,Mechanical Eng,4,81.0,6.43,62.2,64.1,0,76.3,Medium,Medium
STU0464,Sarah Gonzalez,Mechanical Eng,1,87.5,8.31,77.1,87.7,1,84.9,Low,Medium
STU0465,Daniel Brown,Business Admin,2,59.3,5.11,45.7,52.2,2,39.0,Medium,High
STU0466,William Martin,Computer Science,2,90.7,8.6,78.4,77.8,0,71.1,High,Low
STU0467,Daniel Davis,Business Admin,1,75.2,6.86,61.7,86.4,0,53.8,Low,Medium
STU0468,Michael Anderson,Computer Science,4,77.0,7.32,73.1,69.6,0,62.3,High,Low
STU0469,Emily Lopez,Computer Science,3,77.2,8.04,77.5,72.5,0,74.8,Low,Medium
STU0470,William Johnson,Data Science,2,92.4,8.34,78.3,87.7,0,65.3,Medium,Low
STU0471,Charles Jackson,Electrical Eng,1,86.5,8.78,77.9,86.5,0,93.7,Medium,Low
STU0472,Emily Brown,Data Science,1,66.4,6.23,58.3,78.8,0,62.1,Medium,Medium
STU0473,Robert Jones,Electrical Eng,1,78.0,8.57,82.7,69.6,0,67.7,Medium,Low
STU0474,Amelia Hernandez,Business Admin,3,91.7,8.55,82.7,89.5,0,79.3,Medium,Low
STU0475,Emma Davis,Electrical Eng,1,62.1,5.72,55.2,62.9,0,57.3,Medium,Medium
STU0476,Sarah Garcia,Business Admin,2,75.4,6.4,56.2,69.3,0,57.7,Medium,Medium
STU0477,Jessica Anderson,Mechanical Eng,3,75.4,6.53,50.0,73.1,0,66.9,Low,Medium
STU0478,Sophia Hernandez,Mechanical Eng,1,66.9,5.42,60.5,71.0,1,50.7,High,High
STU0479,Olivia Gonzalez,Electrical Eng,3,72.0,5.97,50.1,66.7,1,58.4,Medium,High
STU0480,Jessica Moore,Electrical Eng,1,94.1,9.21,77.6,91.7,0,94.5,High,Low
STU0481,John Anderson,Business Admin,4,88.6,9.72,93.0,85.6,1,84.8,Low,Low
STU0482,Jessica Hernandez,Data Science,2,91.2,8.24,69.8,90.5,1,75.5,Medium,Low
STU0483,Olivia Lopez,Business Admin,1,79.4,7.33,65.6,81.1,0,63.4,Medium,Medium
STU0484,Emily Thomas,Data Science,1,94.0,9.03,88.5,98.1,0,89.1,Medium,Low
STU0485,Emily Jones,Mechanical Eng,2,46.3,4.0,46.9,59.8,2,49.1,Medium,High
STU0486,Michael Davis,Computer Science,3,73.8,6.35,62.3,55.1,1,51.0,Low,High
STU0487,Emma Taylor,Electrical Eng,3,49.8,4.0,35.8,48.7,3,30.8,Medium,High
STU0488,James Jackson,Data Science,2,62.4,6.14,58.0,52.9,0,59.3,Medium,Medium
STU0489,Sophia Davis,Business Admin,1,70.6,6.26,50.5,67.9,0,49.8,Low,High
STU0490,James Hernandez,Mechanical Eng,1,97.4,9.78,90.6,100.0,0,100.0,Medium,Low
STU0491,John Wilson,Data Science,1,41.5,4.0,35.8,49.9,2,40.2,Medium,High
STU0492,Michael Wilson,Business Admin,2,70.5,7.12,68.4,79.2,0,55.8,Low,Medium
STU0493,Emily Smith,Electrical Eng,4,82.6,8.63,91.7,91.2,0,66.6,High,Low
STU0494,Charles Davis,Electrical Eng,2,80.1,7.67,63.2,78.9,0,66.9,High,Low
STU0495,Daniel Anderson,Civil Eng,1,95.6,10.0,93.0,100.0,0,82.8,Medium,Low
STU0496,James Rodriguez,Computer Science,2,75.0,7.22,59.4,86.2,0,78.8,Low,Medium
STU0497,Emma Martin,Civil Eng,3,81.0,8.3,76.3,82.0,0,88.0,Medium,Low
STU0498,James Williams,Mechanical Eng,3,63.2,4.22,35.8,71.4,2,48.7,Medium,High
STU0499,Amelia Hernandez,Data Science,4,72.3,6.04,49.9,72.5,0,53.3,Medium,Medium
STU0500,Sarah Johnson,Mechanical Eng,1,53.4,4.23,44.8,63.2,2,46.0,Medium,High
STU0501,David Moore,Business Admin,1,91.7,8.88,85.7,90.5,0,71.6,Medium,Low
STU0502,Jane Taylor,Electrical Eng,4,74.4,8.2,81.8,70.1,0,84.0,Medium,Low
STU0503,Robert Lopez,Civil Eng,3,95.9,8.43,77.5,88.1,0,78.2,Medium,Low
STU0504,Charles Miller,Civil Eng,1,75.9,6.39,60.3,74.7,0,63.0,Medium,Medium
STU0505,Amelia Garcia,Civil Eng,3,65.5,6.18,66.7,66.1,0,49.6,High,Medium
STU0506,John Taylor,Mechanical Eng,3,84.4,8.33,79.1,77.8,0,71.8,Medium,Low
STU0507,Robert Moore,Electrical Eng,2,65.0,6.26,63.5,63.2,1,65.8,Medium,Medium
STU0508,Joseph Miller,Data Science,3,68.1,5.72,51.2,64.4,1,66.2,High,Medium
STU0509,Joseph Martin,Business Admin,2,73.0,6.94,69.5,65.4,0,57.5,Medium,Medium
STU0510,James Taylor,Data Science,2,67.9,5.6,50.5,75.1,1,66.3,Medium,High
STU0511,Amelia Davis,Mechanical Eng,2,67.3,6.44,51.7,75.7,0,51.3,Medium,Medium
STU0512,Joseph Miller,Business Admin,3,62.5,5.22,49.5,69.7,1,68.6,Medium,High
STU0513,John Gonzalez,Civil Eng,3,79.7,7.93,73.0,79.1,0,73.4,High,Low
STU0514,Charles Jackson,Computer Science,3,94.4,10.0,86.9,94.2,0,98.5,Medium,Low
STU0515,Joseph Gonzalez,Mechanical Eng,1,72.3,7.06,68.0,64.9,0,70.7,High,Medium
STU0516,Isabella Davis,Mechanical Eng,3,87.0,8.23,73.8,89.9,0,94.2,Low,Low
STU0517,Charles Moore,Electrical Eng,3,81.8,8.65,97.7,83.0,0,79.9,Low,Low
STU0518,John Wilson,Data Science,3,78.3,7.93,68.0,98.2,0,71.4,Medium,Low
STU0519,Charles Anderson,Mechanical Eng,3,74.0,6.43,55.0,81.7,2,62.4,Medium,High
STU0520,Mia Johnson,Mechanical Eng,3,100.0,10.0,99.3,100.0,2,100.0,Low,Low
STU0521,Joseph Moore,Civil Eng,2,74.9,6.49,60.9,74.6,0,57.4,Medium,Medium
STU0522,Sarah Jackson,Civil Eng,2,92.4,8.2,82.2,99.4,1,71.0,Medium,Low
STU0523,Emily Smith,Business Admin,1,96.0,8.5,82.7,89.6,0,73.7,Low,Low
STU0524,Jessica Miller,Computer Science,2,55.7,4.0,35.1,63.7,2,47.7,High,High
STU0525,Alex Martinez,Electrical Eng,2,68.4,6.36,53.5,60.8,0,50.6,Low,High
STU0526,Emma Jackson,Computer Science,3,82.0,6.83,70.2,78.1,1,68.9,Medium,Medium
STU0527,Sophia Johnson,Business Admin,1,78.3,7.71,66.8,65.4,0,80.0,Medium,Medium
STU0528,John Moore,Civil Eng,1,78.8,8.5,83.6,83.1,0,73.8,High,Low
STU0529,David Davis,Data Science,3,89.6,8.51,85.5,91.3,0,98.8,Low,Low
STU0530,John Williams,Civil Eng,1,84.2,8.0,75.4,80.3,0,55.9,High,Low
STU0531,Jessica Anderson,Electrical Eng,1,80.1,8.38,78.1,73.6,0,67.6,Medium,Low
STU0532,Michael Williams,Civil Eng,1,85.8,7.14,62.9,95.5,0,50.8,Medium,Medium
STU0533,Charles Smith,Electrical Eng,1,62.8,5.37,53.3,61.9,1,70.7,Medium,High
STU0534,Daniel Davis,Electrical Eng,1,79.2,7.91,59.9,73.8,0,62.9,High,Low
STU0535,Jane Williams,Electrical Eng,2,90.9,8.69,86.1,100.0,0,65.3,Medium,Low
STU0536,Sophia Wilson,Business Admin,2,91.4,8.66,82.8,86.8,0,81.7,Medium,Low
STU0537,Robert Thomas,Electrical Eng,4,77.6,7.82,73.1,85.5,0,66.9,Medium,Low
STU0538,Emily Martin,Electrical Eng,2,100.0,9.87,95.0,91.9,0,85.2,Medium,Low
STU0539,Michael Wilson,Data Science,3,81.9,7.74,66.7,79.4,1,76.6,High,Medium
STU0540,Isabella Moore,Computer Science,1,94.1,7.85,62.5,97.6,0,89.4,Low,Low
STU0541,David Martinez,Mechanical Eng,1,84.9,8.64,84.5,84.5,0,82.7,High,Low
STU0542,David Smith,Computer Science,3,71.9,6.89,72.0,73.6,0,66.9,Low,Medium
STU0543,Charles Thomas,Electrical Eng,1,93.0,8.77,74.6,89.3,0,76.2,Low,Low
STU0544,Charles Brown,Data Science,2,70.4,6.59,57.3,59.2,1,43.8,Low,High
STU0545,Mia Johnson,Civil Eng,2,82.0,8.0,79.8,92.3,0,60.5,Medium,Low
STU0546,John Anderson,Data Science,2,88.7,8.55,83.0,85.4,0,75.7,Medium,Low
STU0547,Michael Martin,Electrical Eng,1,87.8,9.42,100.0,89.9,0,86.4,Low,Low
STU0548,Robert Martinez,Data Science,1,90.4,8.8,89.0,95.3,0,78.8,Low,Low
STU0549,Jane Williams,Data Science,2,93.4,10.0,99.2,95.6,0,71.5,High,Low
STU0550,Olivia Martin,Electrical Eng,1,76.9,6.78,60.6,72.0,0,70.1,High,Medium
STU0551,Michael Jones,Business Admin,3,71.7,6.46,64.0,79.8,1,77.9,High,Medium
STU0552,Sarah Rodriguez,Data Science,3,77.1,7.33,77.1,80.6,0,65.0,High,Low
STU0553,Jane Lopez,Mechanical Eng,4,82.9,8.41,79.1,84.3,0,69.4,Medium,Low
STU0554,Alex Martin,Mechanical Eng,1,56.0,4.53,42.4,57.2,1,42.4,Low,High
STU0555,Olivia Taylor,Data Science,3,90.8,9.02,86.4,100.0,0,81.1,Medium,Low
